
央视频道,#genre#
CCTV5体育,http://112.46.85.60:8009/hls/503/index.m3u8$LR•IPV4•7『线路7』
CCTV5+体育赛事,http://112.27.235.94:8000/hls/6/index.m3u8$LR•IPV4•9『线路1』
CCTV5+体育赛事,http://43.251.226.89:8080/play/6.m3u8$LR•IPV4•9『线路2』
CCTV5+体育赛事,http://120.76.248.139/live/bfgd/4200000246.m3u8$LR•IPV4•9『线路3』
CCTV5+体育赛事,http://tvbox6.icu/tv/migu.php?id=cctv5p$LR•IPV4•9『线路4』
CCTV5+体育赛事,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8$LR•IPV4•9『线路5』
CCTV5+体育赛事,http://cssbyd.imwork.net:8082/hls/6/index.m3u8$LR•IPV4•9『线路6』
CCTV5+体育赛事,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$LR•IPV4•9『线路7』
CCTV5+体育赛事,http://182.150.23.74:808/hls/16/index.m3u8$LR•IPV4•9『线路8』
CCTV5+体育赛事,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8$LR•IPV4•9『线路9』
CCTV6电影,http://43.251.226.89:8080/play/7.m3u8$LR•IPV4•9『线路1』
CCTV6电影,http://tvbox6.icu/tv/migu.php?id=cctv6$LR•IPV4•9『线路2』
CCTV6电影,http://112.27.235.94:8000/hls/7/index.m3u8$LR•IPV4•9『线路3』
CCTV6电影,http://xxwx.yoesun.com/xxw/1905电影网.php?id=cctv6$LR•IPV4•9『线路4』
CCTV6电影,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8$LR•IPV4•9『线路5』
CCTV6电影,http://124.116.183.146:9901/tsfile/live/0006_1.m3u8$LR•IPV4•9『线路6』
CCTV6电影,http://222.169.85.8:9901/tsfile/live/0006_1.m3u8$LR•IPV4•9『线路7』
CCTV6电影,http://112.27.235.94:8000/hls/7/index.m3u8$LR•IPV4•9『线路8』
CCTV6电影,http://123.130.84.106:8154/tsfile/live/0006_1.m3u8$LR•IPV4•9『线路9』
CCTV7国防军事,http://43.251.226.89:8080/play/8.m3u8$LR•IPV4•7『线路1』
CCTV7国防军事,http://tvbox6.icu/tv/migu.php?id=cctv7$LR•IPV4•7『线路2』
CCTV7国防军事,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8$LR•IPV4•7『线路3』
CCTV7国防军事,http://124.116.183.146:9901/tsfile/live/0007_1.m3u8$LR•IPV4•7『线路4』
CCTV7国防军事,http://112.27.235.94:8000/hls/8/index.m3u8$LR•IPV4•7『线路5』
CCTV7国防军事,http://183.11.239.36:808/hls/25/index.m3u8$LR•IPV4•7『线路6』
CCTV7国防军事,http://123.130.84.106:8154/tsfile/live/0007_1.m3u8$LR•IPV4•7『线路7』
CCTV8电视剧,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•8『线路1』
CCTV8电视剧,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•8『线路2』
CCTV8电视剧,http://tvbox6.icu/tv/migu.php?id=cctv8$LR•IPV4•8『线路3』
CCTV8电视剧,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8$LR•IPV4•8『线路4』
CCTV8电视剧,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8$LR•IPV4•8『线路5』
CCTV8电视剧,http://124.116.183.146:9901/tsfile/live/0008_1.m3u8$LR•IPV4•8『线路6』
CCTV8电视剧,http://gmxw.7766.org:808/hls/96/index.m3u8$LR•IPV4•8『线路7』
CCTV8电视剧,http://183.11.239.36:808/hls/96/index.m3u8$LR•IPV4•8『线路8』
CCTV9纪录,http://tvbox6.icu/tv/migu.php?id=cctv9$LR•IPV4•6『线路1』
CCTV9纪录,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8$LR•IPV4•6『线路2』
CCTV9纪录,http://123.129.70.178:9901/tsfile/live/0009_1.m3u8$LR•IPV4•6『线路3』
CCTV9纪录,http://124.116.183.146:9901/tsfile/live/0009_1.m3u8$LR•IPV4•6『线路4』
CCTV9纪录,http://183.11.239.36:808/hls/27/index.m3u8$LR•IPV4•6『线路5』
CCTV9纪录,http://74.91.26.218:82/live/cctv9hd.m3u8$LR•IPV4•6『线路6』
CCTV10科教,http://43.251.226.89:8080/play/11.m3u8$LR•IPV4•6『线路1』
CCTV10科教,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8$LR•IPV4•6『线路2』
CCTV10科教,http://183.11.239.36:808/hls/28/index.m3u8$LR•IPV4•6『线路3』
CCTV10科教,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8$LR•IPV4•6『线路4』
CCTV10科教,http://124.116.183.146:9901/tsfile/live/0010_1.m3u8$LR•IPV4•6『线路5』
CCTV10科教,http://123.130.84.106:8154/tsfile/live/0010_1.m3u8$LR•IPV4•6『线路6』
CCTV11戏曲,http://tvbox6.icu/tv/migu.php?id=cctv11$LR•IPV4•6『线路1』
CCTV11戏曲,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8$LR•IPV4•6『线路2』
CCTV11戏曲,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8$LR•IPV4•6『线路3』
CCTV11戏曲,http://183.11.239.36:808/hls/29/index.m3u8$LR•IPV4•6『线路4』
CCTV11戏曲,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8$LR•IPV4•6『线路5』
CCTV11戏曲,http://123.130.84.106:8154/tsfile/live/0011_1.m3u8$LR•IPV4•6『线路6』
CCTV12社会与法,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•8『线路1』
CCTV12社会与法,http://tvbox6.icu/tv/migu.php?id=cctv12$LR•IPV4•8『线路2』
CCTV12社会与法,http://112.27.235.94:8000/hls/13/index.m3u8$LR•IPV4•8『线路3』
CCTV12社会与法,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8$LR•IPV4•8『线路4』
CCTV12社会与法,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8$LR•IPV4•8『线路5』
CCTV12社会与法,http://183.11.239.36:808/hls/30/index.m3u8$LR•IPV4•8『线路6』
CCTV12社会与法,http://112.46.85.60:8009/hls/507/index.m3u8$LR•IPV4•8『线路7』
CCTV12社会与法,http://74.91.26.218:82/live/cctv12hd.m3u8$LR•IPV4•8『线路8』
CCTV13新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8$LR•IPV4•9『线路1』
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$LR•IPV4•9『线路2』
CCTV13新闻,http://tvbox6.icu/tv/migu.php?id=cctv13$LR•IPV4•9『线路3』
CCTV13新闻,https://t.freetv.fun/live/cctv13-21.m3u8$LR•IPV4•9『线路4』
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$LR•IPV4•9『线路5』
CCTV13新闻,http://222.169.85.8:9901/tsfile/live/0013_1.m3u8$LR•IPV4•9『线路6』
CCTV13新闻,http://123.129.70.178:9901/tsfile/live/0013_1.m3u8$LR•IPV4•9『线路7』
CCTV13新闻,http://183.11.239.36:808/hls/31/index.m3u8$LR•IPV4•9『线路8』
CCTV13新闻,http://112.27.235.94:8000/hls/14/index.m3u8$LR•IPV4•9『线路9』
CCTV14少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8$LR•IPV4•9『线路1』
CCTV14少儿,http://tvbox6.icu/tv/migu.php?id=cctv14$LR•IPV4•9『线路2』
CCTV14少儿,http://43.251.226.89:8080/play/15.m3u8$LR•IPV4•9『线路3』
CCTV14少儿,http://112.27.235.94:8000/hls/15/index.m3u8$LR•IPV4•9『线路4』
CCTV14少儿,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8$LR•IPV4•9『线路5』
CCTV14少儿,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8$LR•IPV4•9『线路6』
CCTV14少儿,http://123.130.84.106:8154/tsfile/live/0014_1.m3u8$LR•IPV4•9『线路7』
CCTV14少儿,http://112.27.235.94:8000/hls/15/index.m3u8$LR•IPV4•9『线路8』
CCTV14少儿,http://124.116.183.146:9901/tsfile/live/0014_1.m3u8$LR•IPV4•9『线路9』
CCTV15音乐,http://43.251.226.89:8080/play/16.m3u8$LR•IPV4•8『线路1』
CCTV15音乐,http://tvbox6.icu/tv/migu.php?id=cctv15$LR•IPV4•8『线路2』
CCTV15音乐,http://120.76.248.139/live/bfgd/4200000133.m3u8$LR•IPV4•8『线路3』
CCTV15音乐,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8$LR•IPV4•8『线路4』
CCTV15音乐,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8$LR•IPV4•8『线路5』
CCTV15音乐,http://183.11.239.36:808/hls/102/index.m3u8$LR•IPV4•8『线路6』
CCTV15音乐,http://gmxw.7766.org:808/hls/102/index.m3u8$LR•IPV4•8『线路7』
CCTV15音乐,http://123.130.84.106:8154/tsfile/live/0015_1.m3u8$LR•IPV4•8『线路8』
CCTV16奥林匹克,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8$LR•IPV4•3『线路1』
CCTV16奥林匹克,http://183.11.239.36:808/hls/169/index.m3u8$LR•IPV4•3『线路2』
CCTV16奥林匹克,http://gmxw.7766.org:808/hls/169/index.m3u8$LR•IPV4•3『线路3』
CCTV17农业农村,http://tvbox6.icu/tv/migu.php?id=cctv17$LR•IPV4•6『线路1』
CCTV17农业农村,http://120.76.248.139/live/bfgd/4200000204.m3u8$LR•IPV4•6『线路2』
CCTV17农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8$LR•IPV4•6『线路3』
CCTV17农业农村,http://183.11.239.36:808/hls/35/index.m3u8$LR•IPV4•6『线路4』
CCTV17农业农村,http://123.130.84.106:8154/tsfile/live/0019_1.m3u8$LR•IPV4•6『线路5』
CCTV17农业农村,http://123.130.84.106:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•6『线路6』
CCTV4K超高清,http://vip1.xinketongxun.fun:8082/tsfile/live/1026_1.m3u8$LR•IPV4
CGTN英语,https://0472.org/hls/cgtn.m3u8$LR•IPV4•2『线路1』
CGTN英语,http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8$LR•IPV4•2『线路2』
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8$LR•IPV4•2『线路1』
CGTN纪录,https://0472.org/hls/cgtnd.m3u8$LR•IPV4•2『线路2』
CGTN俄语,http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8$LR•IPV4•2『线路1』
CGTN俄语,https://0472.org/hls/cgtne.m3u8$LR•IPV4•2『线路2』
CGTN法语,https://0472.org/hls/cgtnf.m3u8$LR•IPV4•2『线路1』
CGTN法语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8$LR•IPV4•2『线路2』
CGTN西语,https://0472.org/hls/cgtnx.m3u8$LR•IPV4
CGTN阿语,https://0472.org/hls/cgtna.m3u8$LR•IPV4

卫视频道,#genre#
湖南卫视,http://61.163.181.78:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•11『线路1』
湖南卫视,http://tvbox6.icu/tv/migu.php?id=hunws$LR•IPV4•11『线路2』
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8$LR•IPV4•11『线路3』
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8$LR•IPV4•11『线路4』
湖南卫视,http://183.215.134.239:19901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•11『线路5』
湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi-13.m3u8$LR•IPV4•11『线路6』
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8$LR•IPV4•11『线路7』
湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8$LR•IPV4•11『线路8』
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8$LR•IPV4•11『线路9』
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$LR•IPV4•11『线路10』
湖南卫视,http://218.13.170.98:9901/tsfile/live/1001_1.m3u8$LR•IPV4•11『线路11』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4•17『线路1』
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8$LR•IPV4•17『线路2』
浙江卫视,https://play-qukan.cztv.com/live/1746687519046362.m3u8$LR•IPV4•17『线路3』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4•17『线路4』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4•17『线路5』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$LR•IPV4•17『线路6』
浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•17『线路7』
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$LR•IPV4•17『线路8』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4•17『线路9』
浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•17『线路10』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8$LR•IPV4•17『线路11』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8$LR•IPV4•17『线路12』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8$LR•IPV4•17『线路13』
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$LR•IPV4•17『线路14』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4•17『线路15』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$LR•IPV4•17『线路16』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4•17『线路17』
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8$LR•IPV4•14『线路1』
东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws$LR•IPV4•14『线路2』
东方卫视,http://183.215.134.239:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•14『线路3』
东方卫视,http://112.27.235.94:8000/hls/28/index.m3u8$LR•IPV4•14『线路4』
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8$LR•IPV4•14『线路5』
东方卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8$LR•IPV4•14『线路6』
东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8$LR•IPV4•14『线路7』
东方卫视,http://123.129.70.178:9901/tsfile/live/0107_1.m3u8$LR•IPV4•14『线路8』
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8$LR•IPV4•14『线路9』
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8$LR•IPV4•14『线路10』
东方卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8$LR•IPV4•14『线路11』
东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8$LR•IPV4•14『线路12』
东方卫视,http://123.129.70.178:9901/tsfile/live/0107_1.m3u8$LR•IPV4•14『线路13』
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8$LR•IPV4•14『线路14』
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8$LR•IPV4•6『线路1』
北京卫视,http://222.169.85.8:9901/tsfile/live/0017_1.m3u8$LR•IPV4•6『线路2』
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8$LR•IPV4•6『线路3』
北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8$LR•IPV4•6『线路4』
北京卫视,http://183.11.239.36:808/hls/41/index.m3u8$LR•IPV4•6『线路5』
北京卫视,http://124.116.183.146:9901/tsfile/live/0122_1.m3u8$LR•IPV4•6『线路6』
江苏卫视,http://tvbox6.icu/tv/migu.php?id=jsws$LR•IPV4•6『线路1』
江苏卫视,http://222.169.85.8:9901/tsfile/live/0127_1.m3u8$LR•IPV4•6『线路2』
江苏卫视,http://182.150.23.74:808/hls/18/index.m3u8$LR•IPV4•6『线路3』
江苏卫视,http://218.13.170.98:9901/tsfile/live/1003_1.m3u8$LR•IPV4•6『线路4』
江苏卫视,http://123.129.70.178:9901/tsfile/live/0127_1.m3u8$LR•IPV4•6『线路5』
江苏卫视,http://112.27.235.94:8000/hls/32/index.m3u8$LR•IPV4•6『线路6』
安徽卫视,http://182.150.23.74:808/hls/25/index.m3u8$LR•IPV4•5『线路1』
安徽卫视,http://123.129.70.178:9901/tsfile/live/0130_1.m3u8$LR•IPV4•5『线路2』
安徽卫视,http://124.116.183.146:9901/tsfile/live/0130_1.m3u8$LR•IPV4•5『线路3』
安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8$LR•IPV4•5『线路4』
安徽卫视,http://183.11.239.36:808/hls/40/index.m3u8$LR•IPV4•5『线路5』
重庆卫视,http://tvbox6.icu/tv/migu.php?id=cqws$LR•IPV4•6『线路1』
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8$LR•IPV4•6『线路2』
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8$LR•IPV4•6『线路3』
重庆卫视,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8$LR•IPV4•6『线路4』
重庆卫视,http://183.11.239.36:808/hls/53/index.m3u8$LR•IPV4•6『线路5』
重庆卫视,http://123.130.84.106:8154/tsfile/live/0142_1.m3u8$LR•IPV4•6『线路6』
四川卫视,http://222.169.85.8:9901/tsfile/live/0123_1.m3u8$LR•IPV4•5『线路1』
四川卫视,http://124.116.183.146:9901/tsfile/live/0123_1.m3u8$LR•IPV4•5『线路2』
四川卫视,http://112.27.235.94:8000/hls/35/index.m3u8$LR•IPV4•5『线路3』
四川卫视,http://183.11.239.36:808/hls/50/index.m3u8$LR•IPV4•5『线路4』
四川卫视,http://123.130.84.106:8154/tsfile/live/0123_1.m3u8$LR•IPV4•5『线路5』
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8$LR•IPV4•7『线路1』
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8$LR•IPV4•7『线路2』
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8$LR•IPV4•7『线路3』
东南卫视,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8$LR•IPV4•7『线路4』
东南卫视,http://123.129.70.178:9901/tsfile/live/0137_1.m3u8$LR•IPV4•7『线路5』
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8$LR•IPV4•7『线路6』
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8$LR•IPV4•7『线路7』
深圳卫视,http://112.27.235.94:8000/hls/33/index.m3u8$LR•IPV4•7『线路1』
深圳卫视,http://183.215.134.239:19901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•7『线路2』
深圳卫视,http://222.169.85.8:9901/tsfile/live/0126_1.m3u8$LR•IPV4•7『线路3』
深圳卫视,http://124.116.183.146:9901/tsfile/live/0126_1.m3u8$LR•IPV4•7『线路4』
深圳卫视,http://183.11.239.36:808/hls/45/index.m3u8$LR•IPV4•7『线路5』
深圳卫视,http://gmxw.7766.org:808/hls/45/index.m3u8$LR•IPV4•7『线路6』
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8$LR•IPV4•7『线路7』
广东卫视,http://tvbox6.icu/tv/migu.php?id=gdws$LR•IPV4•10『线路1』
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•10『线路2』
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•10『线路3』
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•10『线路4』
广东卫视,http://hlsztemgsplive.miguvideo.com:8080/ws_w/2018/gdws/gdws711/1000/index.m3u8?msisdn=20260209040208b7fdef1503cd41b3a15efc83c4616146&mdspid=&spid=699054&netType=0&sid=2202428795&pid=2028597139&timestamp=20260209040208&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=218.28.233.106&SecurityKey=20260209040208&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a52d374097b5f15c689423533a043ba9$LR•IPV4•10『线路5』
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8$LR•IPV4•10『线路6』
广东卫视,http://124.116.183.146:9901/tsfile/live/0125_1.m3u8$LR•IPV4•10『线路7』
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8$LR•IPV4•10『线路8』
广东卫视,http://112.27.235.94:8000/hls/30/index.m3u8$LR•IPV4•10『线路9』
广东卫视,http://123.130.84.106:8154/tsfile/live/0125_1.m3u8$LR•IPV4•10『线路10』
广西卫视,http://tvbox6.icu/tv/migu.php?id=gxws$LR•IPV4•6『线路1』
广西卫视,http://222.169.85.8:9901/tsfile/live/0113_1.m3u8$LR•IPV4•6『线路2』
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8$LR•IPV4•6『线路3』
广西卫视,http://183.11.239.36:808/hls/56/index.m3u8$LR•IPV4•6『线路4』
广西卫视,http://182.150.23.74:808/hls/31/index.m3u8$LR•IPV4•6『线路5』
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8$LR•IPV4•6『线路6』
厦门卫视,http://183.11.239.36:808/hls/17/index.m3u8$LR•IPV4
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws$LR•IPV4•6『线路1』
甘肃卫视,http://cssbyd.imwork.net:8082/hls/48/index.m3u8$LR•IPV4•6『线路2』
